,client_id,pit,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
74,24211,30/08/2016,11688.39357,0.758181854,-2056.99303,21926.80469,855.6042884999999,201.656545,632.0,914.0,5.0,415996.0,between 10 and 12 years,,0,0,bad
75,8524,2/12/17,8430.996199,0.7575148270000001,4837.475820000001,15115.264969999998,2564.77165,455.20865430000003,639.0,924.5,12.0,314.0,,,0,1,bad
76,16121,20/08/2017,26.14154346,0.757199836,-15062.94845,65150.73952999999,8067.705051999999,1992.5328190000002,692.0,1004.0,6.0,217762.0,between 14 and 17 years,0.0,0,1,bad
80,4570,3/12/17,17854.01321,0.755561771,1568.326696,17873.17885,0.0,0.0,640.0,926.0,22.0,233214.0,between 14 and 17 years,,0,0,bad
82,33603,1/8/17,1232.058694,0.7543396990000001,2363.199427,17996.18018,5932.267909,965.3360964,653.0,945.5,34.0,360802.0,between 3 and 5 years,,0,0,bad
83,11414,15/01/2017,1041.529916,0.754298308,-258.3943606,10286.76914,3063.0309420000003,501.6222444,632.0,914.0,13.0,205055.0,between 8 and 10 years,,0,0,bad
84,11316,1/11/17,12378.23737,0.752926986,5436.220417,9606.630229,981.4330556,223.919063,694.0,1007.0,17.0,4080.0,between 12 and 14 years,,0,0,bad
85,6617,19/07/2017,4955.081727000001,0.752333686,-101.6225572,13668.61843,0.0,0.0,609.0,879.5,21.0,1623.0,,23.0,0,0,bad
86,19986,9/5/17,1320.320891,0.749666788,-428.0563824,6627.886045,413.59077169999995,264.285631,717.0,1041.5,5.0,48103.0,,0.0,0,0,bad
88,4257,29/03/2017,12797.15027,0.7458790609999999,2054.43737,17908.45007,416.0051566,205.4628636,790.0,1151.0,10.0,196434.0,,,0,0,bad
90,10853,19/02/2017,338.6348595,0.745486905,5672.669352,284.265625,140.6612593,53.82809849,622.0,899.0,10.0,144964.0,less than 0.5 year,,0,0,bad
91,17826,23/08/2017,-43.18016262,0.744386069,-784.6258725,20858.395630000003,1211.210067,559.9518917,626.0,905.0,23.0,1124679.0,between 1.5 and 2 years,0.0,0,0,bad
93,35087,15/08/2016,43351.15083,0.74167983,,50548.237160000004,,,652.0,944.0,,,between 6 and 8 years,,0,0,bad
94,1107,19/04/2017,2184.437575,0.741554753,1995.699541,7250.709051999999,390.8339792,396.7711407,689.0,999.5,49.0,56045.0,less than 0.5 year,4.0,0,0,bad
98,26523,10/3/17,45.2294106,0.740231047,-4516.85149,24694.097830000002,1112.668873,877.0454285000001,688.0,998.0,15.0,509107.0,between 12 and 14 years,0.0,0,0,bad
103,18610,11/6/16,20123.673740000002,0.73524836,5346.800258,47461.298819999996,0.0,0.0,,-34.0,,,between 0.5 and 1 years,,0,1,bad
105,21276,10/5/16,106252.9046,0.735000323,59.97091708,20099.292019999997,851.422405,848.0612614,,-34.0,9.0,,between 6 and 8 years,,0,0,bad
106,10894,22/01/2017,4512.019461999999,0.7343749759999999,285.48652450000003,4755.81191,0.0,0.0,641.0,927.5,34.0,63334.0,,,0,1,bad
109,4907,3/8/17,1259.34675,0.732382497,-4427.474405,29338.856310000003,11475.114529999999,939.3330814,616.0,890.0,13.0,256811.0,between 2 and 2.5 years,,0,0,bad
113,33275,9/6/16,7759.285996,0.7310698659999999,5480.37049,4556.041647999999,1416.8620640000001,252.801292,626.0,905.0,,,,,0,0,bad
115,14453,1/7/17,17453.80929,0.7301236109999999,3155.702029,28081.735360000002,1492.093949,432.6068881,653.0,945.5,2.0,56010.0,between 2 and 2.5 years,,0,0,bad
117,2876,25/03/2017,7939.025711,0.7292006059999999,6234.988322,13857.19211,458.11533610000004,457.80669850000004,631.0,912.5,37.0,69727.0,,,0,0,bad
118,5296,24/05/2017,9165.64275,0.7289129809999999,119.4694053,15150.79464,0.0,0.0,616.0,890.0,20.0,6390.0,between 1 and 1.5 years,0.0,0,0,bad
120,6865,6/12/17,1043.882967,0.726645112,-246.7142542,7264.569175,163.5188717,90.58041895,665.0,963.5,14.0,19620.0,,0.0,0,0,bad
121,27297,27/08/2016,8957.887377,0.7265667090000001,4608.868297999999,10026.86516,964.4004236,636.6746316000001,654.0,947.0,14.0,34596.0,between 3 and 5 years,,0,0,bad
122,25288,25/09/2017,7365.375496,0.7263954309999999,5177.357746,29935.41592,19116.46527,2135.2679510000003,693.0,1005.5,2.0,56711.0,between 3 and 5 years,0.0,0,0,bad
123,18225,19/11/2016,36.03892953,0.726058964,137.3548055,4852.617373,449.12221619999997,221.6831096,619.0,894.5,16.0,17946.0,less than 0.5 year,,0,1,bad
124,23,22/04/2017,13333.81119,0.725673789,13770.478290000001,6846.937529000001,0.0,0.0,681.0,987.5,7.0,581462.0,less than 0.5 year,21.0,0,0,bad
128,22913,18/09/2016,30798.78895,0.7235793909999999,1233.8556939999999,23785.834730000002,0.0,0.0,615.0,888.5,16.0,24725.0,less than 0.5 year,,0,0,bad
131,10642,17/07/2017,983.9799803999999,0.721227095,-4327.628171,24235.83223,1065.2505609999998,445.5291781,524.0,752.0,23.0,769350.0,between 1.5 and 2 years,0.0,0,0,bad
134,2355,4/5/17,5382.260407,0.719806603,2648.755971,17069.68578,2617.514804,422.1897048,632.0,914.0,7.0,22048.0,between 6 and 8 years,6.0,0,0,bad
137,6840,6/5/17,5872.56399,0.71712294,5764.706096,9257.869008,488.0011897,265.879731,655.0,948.5,4.0,86133.0,between 3 and 5 years,0.0,0,0,bad
138,30585,24/01/2017,15143.66884,0.7150338740000001,3342.07437,17101.70094,0.0,0.0,685.0,993.5,9.0,131572.0,between 8 and 10 years,,0,0,bad
139,12244,1/4/17,6159.230979,0.714472938,7211.155476999999,4835.197716,0.0,0.0,615.0,888.5,64.0,189894.0,between 8 and 10 years,,0,0,bad
140,22786,13/09/2017,188.2313905,0.714131058,-1631.911582,16390.997730000003,6819.685203,398.043126,680.0,986.0,18.0,69371.0,,0.0,0,0,bad
141,21581,27/09/2016,-87.807345,0.713698831,-691.7582318,10634.969290000001,1040.058617,441.2529209,601.0,867.5,9.0,189426.0,less than 0.5 year,,0,0,bad
143,823,4/12/17,37.58524718,0.7118996259999999,2474.320066,12602.3509,2669.054453,582.8651962,666.0,965.0,17.0,415485.0,between 3 and 5 years,0.0,0,0,bad
144,4946,14/03/2017,25659.01186,0.7106875309999999,5175.10415,15118.96831,0.0,0.0,651.0,942.5,32.0,39003.0,between 0.5 and 1 years,,0,0,bad
148,6113,6/3/17,4068.263744,0.7086000920000001,4521.258293,5529.759763,1369.378572,456.95696789999994,604.0,872.0,4.0,673489.0,between 10 and 12 years,0.0,0,0,bad
152,1767,4/2/17,5259.7832450000005,0.706293382,5627.930188,4400.5387359999995,2777.732543,373.80913460000005,706.0,1025.0,12.0,8814.0,between 1.5 and 2 years,6.0,0,0,bad
155,10571,28/01/2017,19390.906580000003,0.703705021,10553.89939,30357.46089,419.97545419999994,415.38715069999995,755.0,1098.5,0.0,145764.0,between 14 and 17 years,,0,0,bad
156,2281,28/03/2017,15266.9545,0.7032868090000001,9835.996896999999,10419.94657,0.0,0.0,699.0,1014.5,7.0,96074.0,,,0,0,good
157,12686,1/2/17,3725.833757,0.7028126259999999,1674.561694,3180.980557,0.0,0.0,658.0,953.0,1.0,140876.0,less than 0.5 year,,0,0,bad
159,38087,21/10/2017,-30.22640811,0.7010488140000001,-1068.191647,11177.779620000001,870.3092134999999,436.60498789999997,603.0,870.5,9.0,298295.0,between 10 and 12 years,0.0,0,0,bad
162,2522,7/10/17,2048.231702,0.699094676,2176.7264809999997,17756.690169999998,6243.789266,213.9208623,624.0,902.0,13.0,83556.0,between 10 and 12 years,0.0,0,0,bad
166,2354,28/03/2017,15172.731430000002,0.69657021,13495.7121,19340.316769999998,0.0,0.0,616.0,890.0,19.0,47405.0,between 1.5 and 2 years,,0,0,bad
167,18255,21/08/2017,15948.977030000002,0.696397728,7791.500781999999,12160.48418,0.0,0.0,640.0,926.0,16.0,46207.0,between 10 and 12 years,24.0,0,0,bad
171,22198,19/09/2016,36132.259860000006,0.6935114370000001,1692.8933670000001,47536.28313,0.0,0.0,,-34.0,,,between 1.5 and 2 years,,0,0,bad
174,37054,16/08/2016,51636.47249,0.6922850620000001,659.7609606000001,49236.540689999994,288.7296235,103.2427199,653.0,945.5,12.0,44382.0,between 6 and 8 years,,0,0,bad
176,16044,8/9/17,35.57555528,0.69198726,-1408.676974,7367.454197,915.9604827,314.86092189999994,624.0,902.0,14.0,124633.0,,0.0,0,0,bad
179,22427,19/09/2016,81.86999789,0.6898688590000001,-3460.9053049999998,13495.167280000001,448.34191880000003,318.4300113,674.0,977.0,15.0,132744.0,between 0.5 and 1 years,,0,0,bad
180,4749,28/05/2017,1.190618343,0.689502194,-1103.692105,8207.080935,634.8730158,344.5522644,638.0,923.0,17.0,74604.0,between 0.5 and 1 years,,0,0,bad
183,18730,11/12/16,2931.774125,0.688471205,900.5155463,14128.72809,448.27779100000004,172.2492918,638.0,923.0,16.0,86534.0,between 0.5 and 1 years,,0,0,bad
184,18391,11/7/16,763.4432975999999,0.68832425,255.593607,14818.13666,721.4359314,366.7750392,679.0,984.5,17.0,35986.0,between 10 and 12 years,,0,0,bad
185,3836,16/05/2017,10646.412890000001,0.6883229059999999,2815.306052,17202.63215,0.0,0.0,666.0,965.0,3.0,555819.0,between 8 and 10 years,23.0,0,0,bad
186,13471,25/12/2016,6970.208684,0.6874546909999999,120.45385449999999,5587.381858,0.0,0.0,688.0,998.0,6.0,67689.0,between 0.5 and 1 years,,0,0,bad
190,22246,19/09/2016,16693.71245,0.6855303359999999,2916.388339,17113.33938,0.0,0.0,698.0,1013.0,1.0,624613.0,between 12 and 14 years,,0,0,bad
192,20470,10/10/16,3274.010404,0.6852393390000001,7601.183009,2577.3503920000003,226.54363650000002,221.6616705,657.0,951.5,5.0,314298.0,,,0,0,bad
193,12181,1/10/17,19053.412940000002,0.68375778,4202.5597689999995,21347.10166,0.0,0.0,622.0,899.0,4.0,280942.0,,,0,0,bad
195,26348,26/06/2017,-41.567919700000004,0.683266624,-3657.555921,18767.58953,2229.729291,713.0008075000001,616.0,890.0,10.0,124330.0,between 2 and 2.5 years,0.0,0,0,bad
196,1035,22/05/2017,2344.4492649999997,0.682668693,-3251.1083949999997,9292.308895,442.73130589999994,422.239595,663.0,960.5,10.0,90671.0,between 3 and 5 years,1.0,0,0,bad
197,8725,18/06/2017,7972.921531,0.68185505,8998.092059,7263.006245999999,1265.065012,368.79379389999997,629.0,909.5,6.0,21711.0,between 1 and 1.5 years,9.0,0,0,bad
198,5581,6/3/17,6164.56709,0.681416404,17687.47352,7735.101133,0.0,0.0,646.0,935.0,5.0,352358.0,less than 0.5 year,17.0,0,0,bad
199,2827,5/9/17,16667.39193,0.681360283,72.87557559999999,13522.25741,0.0,0.0,665.0,963.5,8.0,89378.0,between 3 and 5 years,27.0,0,0,bad
200,12705,1/3/17,17446.891190000002,0.680613317,1445.7888,17395.47425,0.0,0.0,666.0,965.0,14.0,698961.0,between 5 and 6 years,,0,0,bad
203,10546,21/01/2017,567.4015536,0.6793239590000001,125.7403152,9926.59959,4671.110693,460.59142919999994,606.0,875.0,3.0,161650.0,,,0,0,bad
205,4077,15/05/2017,7419.632339,0.6776094579999999,2247.4624519999998,7748.254768000001,34.50907133,37.00771043,622.0,899.0,9.0,127002.0,between 1.5 and 2 years,0.0,0,0,bad
206,11939,7/11/17,9064.509188,0.677442647,14.97381578,8027.637772,159.97625349999998,157.329895,609.0,879.5,7.0,465456.0,between 10 and 12 years,0.0,0,0,bad
207,13623,27/12/2016,60.97347425,0.676743656,-5213.589277,25235.402309999998,1786.5320609999999,864.3216355000001,697.0,1011.5,4.0,289695.0,,,0,0,bad
212,9791,28/06/2017,5499.103311,0.6753450440000001,3041.82493,6968.498299,689.3168818,247.38097230000002,668.0,968.0,8.0,253458.0,between 20 and 25 years,14.0,0,0,bad
213,4039,15/05/2017,1867.8059640000001,0.675270183,3896.336549,1848.994537,420.7424129,207.6724818,532.0,764.0,9.0,50359.0,,9.0,0,0,bad
215,21702,17/10/2016,-12.05054542,0.674541961,-2111.597992,12178.2689,452.9503572,225.8727528,579.0,834.5,27.0,72533.0,between 2 and 2.5 years,,0,0,bad
218,25605,10/7/17,582.0373513999999,0.672923403,12813.125390000001,7258.136904999999,768.9902996000001,443.23962919999997,634.0,917.0,39.0,36573.0,between 3 and 5 years,0.0,0,0,bad
219,15927,8/1/17,59.14734596,0.672888745,-5456.822848,25421.0159,883.5589722999999,551.5245026,626.0,905.0,19.0,699586.0,between 3 and 5 years,,0,0,bad
220,9801,24/01/2017,22021.969830000002,0.672042734,20035.60234,18627.53477,0.0,0.0,670.0,971.0,29.0,677239.0,between 20 and 25 years,,0,1,bad
221,20705,10/9/16,1217.908123,0.6718616909999999,20025.62365,-20.02663088,863.5601598,428.298173,701.0,1017.5,27.0,631391.0,between 3 and 5 years,,0,0,bad
223,21610,15/10/2016,77751.30003,0.671224156,15509.74655,18969.43993,528.5832224,526.6653785,646.0,935.0,9.0,152524.0,between 3 and 5 years,,0,0,bad
224,7386,15/02/2017,3773.66469,0.671121544,355.17267480000004,19688.48031,2090.894297,445.11835010000004,660.0,956.0,3.0,158940.0,between 17 and 20 years,,0,0,bad
226,44546,24/04/2017,6507.003133,0.66960036,2364.645923,12838.24654,1787.036239,285.8345036,641.0,927.5,28.0,11695.0,between 10 and 12 years,0.0,0,0,bad
227,12226,1/9/17,4398.468377,0.6694925110000001,2385.012738,4758.513401,0.0,0.0,620.0,896.0,14.0,196845.0,,,0,0,good
233,3276,29/03/2017,66.48027746,0.666792009,-1093.489538,15987.608909999999,687.1716942,402.377819,645.0,933.5,5.0,6161.0,less than 0.5 year,,0,0,bad
234,8709,2/11/17,8598.464459,0.666622852,9418.276338,10602.36436,1697.9400679999999,849.5551715,646.0,935.0,4.0,1422751.0,,,0,0,bad
235,19974,29/08/2017,-43.63679482,0.666512574,-3897.218632,24295.20867,1079.8844210000002,525.8437656000001,648.0,938.0,16.0,337797.0,between 17 and 20 years,0.0,0,0,bad
236,14261,27/12/2016,22679.544009999998,0.6660653360000001,1419.190906,28525.0573,1335.472606,658.5873948,652.0,944.0,8.0,1300249.0,between 14 and 17 years,,0,0,bad
239,18769,27/08/2017,-67.38472593,0.6636271570000001,-358.34936830000004,6208.991625,576.0927782000001,307.4530113,696.0,1010.0,2.0,419656.0,between 2 and 2.5 years,0.0,0,0,bad
240,9486,7/5/17,-7.127559334,0.663187701,-3532.9555090000003,15448.73195,512.9231122,112.93996299999999,639.0,924.5,5.0,74791.0,between 3 and 5 years,,0,1,bad
241,3487,17/05/2017,2334.329517,0.662425926,4676.414902,1214.134376,81.35105242,90.46062536,640.0,926.0,5.0,480922.0,between 1.5 and 2 years,0.0,0,0,bad
245,16610,29/11/2016,15415.0915,0.6620110339999999,15367.2932,-328.82095489999995,0.0,0.0,600.0,866.0,9.0,55758.0,,,0,0,bad
248,15284,8/1/17,-81.00373206,0.661793202,-5280.052052,25248.96886,841.5692989,842.0613811000001,747.0,1086.5,8.0,569663.0,,,0,0,bad
250,24050,9/3/16,1914.441838,0.660572781,1921.6760969999998,3017.8956780000003,137.5030954,136.525834,603.0,870.5,0.0,399529.0,between 10 and 12 years,,0,0,bad
254,699,16/07/2017,-23.80329027,0.6592695679999999,851.4526202,7087.183590000001,1314.8122,178.9035869,630.0,911.0,19.0,209964.0,between 1 and 1.5 years,0.0,0,0,bad
256,5911,6/5/17,34331.65376,0.658558058,2753.1473100000003,41982.82432,0.0,0.0,581.0,837.5,3.0,341336.0,between 10 and 12 years,28.0,0,0,bad
257,27167,10/10/17,-21.05520126,0.658370664,-2951.166262,12934.4667,251.2802656,249.16226009999997,664.0,962.0,15.0,3495.0,between 6 and 8 years,0.0,0,1,bad
260,19617,26/08/2017,-0.159576849,0.657686136,5129.971924,4852.109756,388.7907435,83.62565895,684.0,992.0,5.0,60908.0,between 10 and 12 years,0.0,0,1,bad
261,35524,8/1/17,10056.199279999999,0.6576516410000001,7740.86765,7288.202653,0.0,0.0,629.0,909.5,1.0,8197.0,between 12 and 14 years,15.0,0,0,bad
262,21328,10/9/16,1754.3693629999998,0.6572512939999999,-6111.174158,26262.564730000002,737.2133541000001,515.3048995,681.0,987.5,17.0,32167.0,between 5 and 6 years,,0,0,bad
263,20655,10/8/16,7554.535158,0.656835594,642.8629561,9252.615414,0.0,0.0,625.0,903.5,4.0,1046.0,,,0,0,bad
266,37282,24/08/2016,16017.51523,0.655920399,9723.336718999999,5247.89702,1936.554675,484.28491660000003,551.0,792.5,34.0,852837.0,between 20 and 25 years,,0,0,bad
267,15297,19/12/2016,14821.06706,0.654548874,-88.51288047,11750.81105,0.0,0.0,630.0,911.0,2.0,54198.0,between 6 and 8 years,,0,0,bad
268,42076,14/11/2016,3318.262432,0.6541101810000001,-1196.4129050000001,26300.52564,1093.1357679999999,1099.791097,644.0,932.0,11.0,667510.0,between 6 and 8 years,,0,0,bad
269,9620,7/3/17,9636.935059,0.653624434,622.2655192000001,14447.921830000001,0.0,0.0,610.0,881.0,-1.0,120826.0,between 2 and 2.5 years,20.0,0,0,bad
270,38764,22/10/2016,2911.733641,0.653476852,2686.3913079999998,2319.058195,0.0,0.0,585.0,843.5,6.0,149238.0,between 3 and 5 years,,0,0,bad
272,4806,3/8/17,8783.18148,0.653125874,14546.6552,5568.145889,2153.630144,561.8200578999999,678.0,983.0,2.0,69798.0,between 10 and 12 years,,0,0,bad
273,25299,27/09/2017,0.553090471,0.6525437820000001,-3369.910955,18341.397559999998,424.6441943,422.39288480000005,652.0,944.0,2.0,302899.0,between 25 and 30 years,0.0,0,0,bad
275,8457,2/8/17,1289.987024,0.652402399,27.03221047,7944.6136879999995,703.1132618,206.2739994,654.0,947.0,12.0,159544.0,between 6 and 8 years,,0,0,bad
276,5887,26/02/2017,-2.651492715,0.651933973,-4866.705739999999,24811.44094,5229.683145,901.0369218000001,640.0,926.0,25.0,175891.0,between 8 and 10 years,,0,0,bad
278,9160,2/4/17,13692.09725,0.6515258389999999,5818.475045,12982.45695,0.0,0.0,661.0,957.5,16.0,108170.0,between 8 and 10 years,,0,0,bad
279,27675,5/9/17,71.16050303,0.651413899,-3870.822558,15180.9395,2730.634686,355.3177225,666.0,965.0,9.0,84616.0,between 6 and 8 years,0.0,0,0,bad
282,6063,25/04/2017,5678.426628,0.650298507,9821.340107,5954.653537,3970.0463579999996,666.4014566000001,677.0,981.5,8.0,2563.0,between 8 and 10 years,0.0,0,0,bad
284,17383,20/11/2016,7219.621474,0.64940989,-1559.892858,21768.681940000002,1656.639292,523.2043556,735.0,1068.5,48.0,64068.0,,,0,1,bad
286,4405,30/05/2017,-59.95541412,0.648624161,-5042.185629,24808.622880000003,3151.719989,880.4321892,641.0,927.5,26.0,81171.0,between 3 and 5 years,,0,1,bad
290,454,18/04/2017,59.74551099,0.646621487,-2012.0994850000002,12122.78915,131.51814620000002,127.4821008,658.0,953.0,33.0,65628.0,,,0,0,bad
291,17033,22/11/2016,5898.022295000001,0.6462922839999999,3386.0158659999997,5104.5254509999995,0.0,0.0,632.0,914.0,10.0,44511.0,between 6 and 8 years,,0,0,bad
298,17722,22/08/2017,-15.69701684,0.643685472,17318.946630000002,17806.17672,1407.603278,509.9225422,742.0,1079.0,10.0,167159.0,more than 35 years,0.0,0,0,bad
299,20487,19/10/2016,7569.853056999999,0.643613734,2641.521389,6667.278719,388.1969793,216.29873569999998,708.0,1028.0,3.0,661729.0,,,0,0,bad
300,29438,17/09/2016,23513.466119999997,0.643578941,-7979.650514,5785.845002,0.0,0.0,700.0,1016.0,67.0,259934.0,between 2.5 and 3 years,,0,0,bad
301,9414,31/01/2017,26.39073246,0.642154594,-1533.587723,6550.5062,223.04265189999998,224.5659645,615.0,888.5,19.0,22547.0,between 14 and 17 years,,0,1,bad
303,14810,12/12/16,8.896542737999999,0.641416917,-1711.329786,22042.44803,998.4503511,403.8145966,602.0,869.0,30.0,56026.0,between 6 and 8 years,,0,0,bad
304,26309,10/9/17,415.44978460000004,0.639802155,1950.8995989999999,8101.795604000001,6272.494209,579.7179639,622.0,899.0,18.0,936727.0,,0.0,0,0,bad
305,22901,20/09/2016,4539.957804,0.63915073,1047.923182,4037.724476,0.0,0.0,626.0,905.0,2.0,184509.0,between 1.5 and 2 years,,0,0,bad
306,30613,14/09/2016,9857.680614,0.638880722,1702.7373989999999,7541.362401,0.0,0.0,,-34.0,,,between 3 and 5 years,,0,1,bad
307,4018,27/03/2017,4317.421164,0.638872275,-2695.121479,22599.42705,2095.103275,255.3434196,635.0,918.5,20.0,8917.0,between 1.5 and 2 years,,0,0,bad
310,11961,21/01/2017,12303.25814,0.638032389,-2912.594298,33605.681769999996,1785.907143,647.4823562999999,654.0,947.0,41.0,43895.0,,,0,0,bad
311,6785,21/02/2017,-53.37383185,0.637502401,-11057.28666,51568.477060000005,2216.701609,874.7601537,669.0,969.5,26.0,146226.0,between 1.5 and 2 years,,0,1,bad
313,15906,8/6/17,14.49270848,0.635968866,-5173.636357,25190.40878,3144.8279420000003,1160.352993,568.0,818.0,48.0,463253.0,between 8 and 10 years,,0,0,bad
317,2251,5/1/17,258.47506749999997,0.6341114210000001,99.0283484,9980.605376000001,502.6940209,52.71821889,665.0,963.5,12.0,32807.0,,,0,1,bad
320,20532,10/9/16,33871.74923,0.633600527,2481.546304,34943.42095,1313.681014,1320.476395,,-34.0,,,between 3 and 5 years,,0,0,bad
321,5822,30/05/2017,25194.45,0.6334671510000001,4945.344919,28910.94711,0.0,0.0,693.0,1005.5,16.0,146495.0,between 3 and 5 years,5.0,0,0,bad
322,11126,7/5/17,49.62530871,0.632638995,-650.6655753,10552.82573,1578.895391,293.60554019999995,634.0,917.0,17.0,239926.0,between 25 and 30 years,,0,0,bad
323,22272,28/09/2016,19178.00389,0.632619791,2209.724142,12849.04919,0.0,0.0,,-34.0,,,between 8 and 10 years,,0,0,bad
324,720,4/10/17,2185.0113699999997,0.6318274660000001,3628.1767600000003,16407.63492,533.8523175,213.50957819999996,627.0,906.5,10.0,147187.0,between 2 and 2.5 years,,0,1,bad
325,5926,5/7/17,-29.268375199999998,0.6311465999999999,-3021.5833989999996,13086.4242,488.547524,450.68586239999996,670.0,971.0,14.0,62354.0,between 6 and 8 years,,0,0,bad
326,20098,18/10/2016,7174.254506,0.630934917,4253.783774,4520.18336,1197.8975039999998,393.1591962,770.0,1121.0,3.0,3683657.0,between 1.5 and 2 years,,0,0,bad
329,44709,23/07/2016,32010.656000000003,0.628319321,,16657.1294,908.7202142000001,212.7317094,606.0,875.0,21.0,64283.0,between 3 and 5 years,,0,0,bad
330,1982,4/5/17,23285.764069999997,0.628311025,4552.14863,13959.435,0.0,0.0,668.0,968.0,13.0,45605.0,between 2 and 2.5 years,19.0,0,0,bad
331,9919,17/06/2017,5276.469446,0.6282745710000001,11177.751709999999,8929.587849,3004.1255739999997,896.0094422000001,652.0,944.0,12.0,80707.0,between 3 and 5 years,0.0,0,0,bad
335,18723,11/7/16,20227.689159999998,0.627246321,1119.165465,18744.49858,0.0,0.0,653.0,945.5,12.0,129059.0,between 12 and 14 years,,0,0,bad
337,12949,14/03/2017,16302.170759999999,0.626809881,1345.115499,19645.46025,0.0,0.0,,-34.0,,,between 6 and 8 years,,0,0,bad
338,7669,2/8/17,529.4003018,0.626723555,-138.7610202,7714.722597,4810.074585,191.2479758,621.0,897.5,30.0,30389.0,between 1 and 1.5 years,,0,0,bad
339,6959,6/6/17,6776.296169,0.626695949,7048.157686,4975.409185,1878.6797649999999,441.8765216,656.0,950.0,13.0,277182.0,,0.0,0,0,bad
340,9886,24/01/2017,3814.190125,0.625653018,-656.1156136,20703.77765,2981.506293,196.0893146,663.0,960.5,23.0,203814.0,between 6 and 8 years,,0,0,bad
341,5892,23/07/2017,6882.086744,0.625385163,6147.785153,13950.88555,0.0,0.0,467.0,666.5,19.0,141191.0,between 2.5 and 3 years,24.0,0,0,bad
342,22834,13/09/2016,5392.597428,0.625140481,-729.1864626,30734.26357,2463.950163,828.5328057,680.0,986.0,59.0,119215.0,between 20 and 25 years,,0,0,bad
352,11114,7/8/17,6831.224577,0.622169567,23.58419189,14046.876080000002,0.0,0.0,620.0,896.0,17.0,38591.0,between 6 and 8 years,19.0,0,0,bad
354,17699,19/11/2016,476.45554239999996,0.621618365,-6410.366909,26353.7235,3291.540545,450.1899827,663.0,960.5,5.0,78309.0,between 1 and 1.5 years,,0,0,bad
355,26073,10/1/17,864.1148187000001,0.6214389810000001,-3404.4546619999996,18523.457290000002,4590.043804,855.1863216,716.0,1040.0,5.0,50195.0,between 6 and 8 years,0.0,0,0,bad
359,12785,17/01/2017,3840.119142,0.6207973139999999,4915.34972,5005.112408,0.0,0.0,690.0,1001.0,2.0,112612.0,,,0,0,bad
